17:37.9,n_puzzle1,0
19:03.1,n_puzzle2,0
20:15.9,n_puzzle3,0
21:39.2,n_puzzle4,1
23:03.5,n_puzzle5,2
24:19.4,n_iraira1,4
25:24.1,n_iraira2,1
26:39.2,n_iraira3,4
28:15.7,n_iraira4,6
30:29.2,n_iraira5,13
49:23.0,puzzle1-1,2
52:09.0,puzzle1-2,0
55:13.6,puzzle2-1,1
57:59.2,puzzle2-2,2
00:39.0,puzzle3-1,2
02:55.6,puzzle3-2,0
05:07.3,puzzle4-1,0
07:37.3,puzzle4-2,3
10:39.0,puzzle5-1,3
13:50.4,puzzle5-2,6
35:24.4,iraira1-1,19
37:54.7,iraira1-2,7
43:09.4,iraira2-1,29
47:18.9,iraira2-2,20
52:52.7,iraira3-1,28
58:47.3,iraira3-2,31
19:54.0,iraira4-1,21
26:53.1,iraira4-2,45
35:55.8,iraira5-1,64
43:36.8,iraira5-2,48
