17:29.7,n_puzzle1,0
18:58.5,n_puzzle2,0
20:24.9,n_puzzle3,1
21:53.7,n_puzzle4,1
23:31.3,n_puzzle5,1
24:52.4,n_iraira1,3
26:11.3,n_iraira2,0
27:31.8,n_iraira3,1
29:07.3,n_iraira4,5
31:31.9,n_iraira5,8
57:04.7,puzzle1-1,9
01:27.7,puzzle1-2,4
04:58.8,puzzle2-1,2
07:49.6,puzzle2-2,1
10:46.2,puzzle3-1,0
15:04.2,puzzle3-2,10
17:53.9,puzzle4-1,2
20:58.3,puzzle4-2,8
23:51.4,puzzle5-1,4
27:10.6,puzzle5-2,7
48:45.1,iraira1-1,18
52:56.7,iraira1-2,13
59:46.7,iraira2-1,23
02:56.7,iraira2-2,9
06:57.8,iraira3-1,15
10:20.9,iraira3-2,11
34:12.8,iraira4-1,43
39:19.4,iraira4-2,20
49:07.9,iraira5-1,48
58:33.0,iraira5-2,47
