40:57.6,n_iraira1,0
42:10.9,n_iraira2,0
43:33.2,n_iraira3,0
45:12.1,n_iraira4,1
47:44.0,n_iraira5,4
49:11.3,n_puzzle1,0
50:53.0,n_puzzle2,0
52:18.9,n_puzzle3,0
53:52.0,n_puzzle4,0
55:43.5,n_puzzle5,0
16:03.0,iraira1-1,0
18:11.1,iraira1-2,0
20:26.9,iraira2-1,0
22:39.1,iraira2-2,0
25:19.4,iraira3-1,0
27:37.7,iraira3-2,0
47:10.3,iraira4-1,0
50:22.0,iraira4-2,0
55:53.1,iraira5-1,9
00:22.4,iraira5-2,7
19:38.6,puzzle1-1,0
22:23.7,puzzle1-2,0
25:31.4,puzzle2-1,0
28:12.2,puzzle2-2,0
30:40.3,puzzle3-1,0
33:12.4,puzzle3-2,0
35:59.5,puzzle4-1,1
39:01.0,puzzle4-2,1
42:27.8,puzzle5-1,2
45:45.5,puzzle5-2,1
