15:01.0,n_puzzle1,0
16:55.2,n_puzzle2,0
18:38.0,n_puzzle3,2
20:26.9,n_puzzle4,2
22:10.9,n_puzzle5,2
23:46.9,n_iraira1,1
25:01.3,n_iraira2,0
26:21.9,n_iraira3,1
28:08.1,n_iraira4,7
30:09.0,n_iraira5,12
55:53.5,puzzle1-1,0
05:12.6,puzzle1-2,1
15:12.8,puzzle2-1,3
25:47.9,puzzle2-2,5
50:52.6,puzzle3-1,1
59:56.3,puzzle3-1,1
09:04.3,puzzle4-1,1
18:35.5,puzzle4-2,1
42:55.5,iraira1-1,4
52:22.7,iraira1-2,5
01:18.0,iraira2-1,13
10:05.1,iraira2-2,11
31:53.1,iraira3-1,13
40:36.7,iraira3-2,21
49:24.3,iraira4-1,22
58:53.6,iraira4-2,31
