54:09.6,n_iraira1,0
55:14.3,n_iraira2,0
56:21.4,n_iraira3,0
57:40.7,n_iraira4,1
59:17.9,n_iraira5,2
00:36.6,n_puzzle1,0
02:01.8,n_puzzle2,1
03:19.9,n_puzzle3,0
04:38.0,n_puzzle4,0
06:05.8,n_puzzle5,0
24:03.0,iraira1-1,0
25:57.1,iraira1-2,0
28:24.0,iraira2-1,1
30:24.5,iraira2-2,0
32:31.4,iraira3-1,0
34:22.3,iraira3-2,0
52:21.1,iraira4-1,0
54:53.3,iraira4-2,2
59:04.5,iraira5-1,11
02:13.8,iraira5-2,6
21:23.4,puzzle1-1,0
23:33.6,puzzle1-2,0
26:12.1,puzzle2-1,0
28:46.3,puzzle2-2,0
31:04.7,puzzle3-1,0
33:14.5,puzzle3-2,0
35:37.5,puzzle4-1,0
38:02.6,puzzle4-2,0
40:57.5,puzzle5-1,0
44:00.7,puzzle5-2,0
