21:18.7,n_puzzle1,0
22:52.4,n_puzzle2,0
24:09.7,n_puzzle3,0
25:38.7,n_puzzle4,1
27:03.7,n_puzzle5,1
28:10.0,n_iraira1,4
31:08.9,n_iraira2,0
32:21.5,n_iraira3,1
33:44.4,n_iraira4,2
35:22.9,n_iraira5,11
56:10.0,puzzle1-1,1
59:10.0,puzzle1-2,0
02:11.1,puzzle2-1,1
04:36.8,puzzle2-2,0
06:51.5,puzzle3-1,0
09:15.0,puzzle3-2,0
11:42.7,puzzle4-1,0
14:13.0,puzzle4-2,0
16:52.8,puzzle5-1,1
19:15.4,puzzle5-2,0
37:58.1,iraira1-1,4
39:52.0,iraira1-2,5
41:51.3,iraira2-1,4
43:23.0,iraira2-2,1
45:33.1,iraira3-1,4
48:01.6,iraira3-2,7
06:24.8,iraira4-1,3
08:38.7,iraira4-2,5
13:42.1,iraira5-1,32
17:35.2,iraira5-2,13
