Recording timestamp,Obj num,Position X,Position Y
1670983586.024966,11,1400.0,400.0
1670983586.035003,11,1400.0,401.0
1670983586.043562,11,1397.0,404.0
1670983586.054944,11,1394.0,407.0
1670983586.064983,11,1390.0,413.0
1670983586.07452,11,1386.0,419.0
1670983586.084903,11,1380.0,425.0
1670983586.096291,11,1375.0,433.0
1670983586.10629,11,1368.0,441.0
1670983586.116323,11,1362.0,448.0
1670983586.126302,11,1356.0,457.0
1670983586.134595,11,1349.0,465.0
1670983586.145799,11,1345.0,471.0
1670983586.155506,11,1341.0,478.0
1670983586.165986,11,1338.0,483.0
1670983586.175294,11,1334.0,488.0
1670983586.185614,11,1333.0,490.0
1670983586.195803,11,1331.0,492.0
1670983586.206059,11,1331.0,495.0
1670983586.214418,11,1329.0,496.0
1670983586.22542,11,1328.0,497.0
1670983586.235993,11,1327.0,499.0
1670983586.245209,11,1326.0,500.0
1670983586.254192,11,1325.0,502.0
1670983586.265456,11,1324.0,503.0
1670983586.276031,11,1322.0,505.0
1670983586.285613,11,1320.0,508.0
1670983586.295646,11,1318.0,511.0
1670983586.304927,11,1315.0,516.0
1670983586.316316,11,1314.0,517.0
1670983586.325358,11,1309.0,522.0
1670983586.335596,11,1306.0,527.0
1670983586.344643,11,1304.0,529.0
1670983586.355637,11,1301.0,537.0
1670983586.365861,11,1296.0,543.0
1670983586.376128,11,1291.0,549.0
1670983586.384896,11,1285.0,555.0
1670983586.395462,11,1280.0,560.0
1670983586.405459,11,1275.0,567.0
1670983586.416142,11,1271.0,573.0
1670983586.425765,11,1265.0,579.0
1670983586.4372,11,1260.0,583.0
1670983586.447185,11,1254.0,590.0
1670983586.456434,11,1248.0,596.0
1670983586.466718,11,1243.0,601.0
1670983586.476098,11,1237.0,607.0
1670983586.487055,11,1232.0,612.0
1670983586.496576,11,1226.0,618.0
1670983586.506575,11,1221.0,623.0
1670983586.515519,11,1216.0,628.0
1670983586.52689,11,1212.0,632.0
1670983586.53692,11,1208.0,636.0
1670983586.547112,11,1206.0,639.0
1670983586.55626,11,1205.0,640.0
1670983586.56726,11,1205.0,642.0
1670983586.586371,11,1204.0,643.0
1670983586.617455,11,1204.0,644.0
1670983586.646481,11,1203.0,644.0
1670983586.658024,11,1203.0,645.0
1670983586.66805,11,1202.0,645.0
1670983586.677673,11,1201.0,646.0
1670983586.68671,11,1201.0,647.0
1670983586.69772,11,1200.0,647.0
1670983586.708007,11,1199.0,648.0
1670983586.717617,11,1198.0,649.0
1670983586.737836,11,1198.0,650.0
1670983586.757491,11,1197.0,651.0
1670983586.76739,11,1196.0,651.0
1670983586.777375,11,1194.0,652.0
1670983586.787375,11,1193.0,652.0
1670983586.798375,11,1192.0,653.0
1670983586.80763,11,1190.0,654.0
1670983586.816629,11,1188.0,656.0
1670983586.827661,11,1186.0,656.0
1670983586.83762,11,1184.0,657.0
1670983586.847962,11,1180.0,657.0
1670983586.856993,11,1178.0,658.0
1670983586.867386,11,1175.0,659.0
1670983586.878295,11,1172.0,662.0
1670983586.887626,11,1167.0,664.0
1670983586.896868,11,1164.0,665.0
1670983586.908215,11,1161.0,667.0
1670983586.918212,11,1159.0,668.0
1670983586.928214,11,1157.0,669.0
1670983586.937804,11,1154.0,670.0
1670983586.948785,11,1154.0,671.0
1670983586.958858,11,1153.0,672.0
1670983586.979088,11,1150.0,672.0
1670983586.987396,11,1149.0,673.0
1670983586.998673,11,1147.0,674.0
1670983587.009141,11,1146.0,675.0
1670983587.019108,11,1145.0,677.0
1670983587.027428,11,1142.0,679.0
1670983587.039126,11,1140.0,680.0
1670983587.048807,11,1137.0,682.0
1670983587.058904,11,1136.0,683.0
1670983587.068232,11,1133.0,684.0
1670983587.079264,11,1131.0,686.0
1670983587.089261,11,1130.0,687.0
1670983587.098993,11,1127.0,689.0
1670983587.108812,11,1125.0,691.0
1670983587.119838,11,1122.0,692.0
1670983587.130326,11,1120.0,694.0
1670983587.139538,11,1119.0,695.0
1670983587.149422,11,1117.0,696.0
1670983587.158696,11,1115.0,698.0
1670983587.170078,11,1113.0,699.0
1670983587.179613,11,1111.0,700.0
1670983587.189647,11,1109.0,702.0
1670983587.199059,11,1104.0,705.0
1670983587.209746,11,1103.0,706.0
1670983587.219508,11,1101.0,708.0
1670983587.229795,11,1099.0,710.0
1670983587.239022,11,1095.0,713.0
1670983587.249779,11,1092.0,715.0
1670983587.260069,11,1090.0,715.0
1670983587.26967,11,1088.0,717.0
1670983587.278406,11,1087.0,718.0
1670983587.289388,11,1086.0,719.0
1670983587.299627,11,1084.0,721.0
1670983587.309628,11,1083.0,722.0
1670983587.319968,11,1082.0,724.0
1670983587.32851,11,1080.0,725.0
1670983587.339836,11,1079.0,726.0
1670983587.349866,11,1078.0,727.0
1670983587.360121,11,1075.0,730.0
1670983587.368838,11,1074.0,731.0
1670983587.379574,11,1073.0,733.0
1670983587.389428,11,1072.0,736.0
1670983587.400401,11,1070.0,741.0
1670983587.408618,11,1070.0,743.0
1670983587.419838,11,1069.0,747.0
1670983587.430196,11,1068.0,749.0
1670983587.440196,11,1067.0,753.0
1670983587.450225,11,1066.0,755.0
1670983587.460455,11,1066.0,758.0
1670983587.470936,11,1066.0,760.0
1670983587.480956,11,1066.0,761.0
1670983587.491306,11,1066.0,762.0
1670983587.499811,11,1066.0,763.0
1670983587.510483,11,1066.0,764.0
1670983587.520555,11,1066.0,765.0
1670983587.530681,11,1066.0,766.0
1670983587.551639,11,1066.0,767.0
1670983587.561545,11,1066.0,768.0
1670983587.661687,11,1066.0,769.0
1670983587.711066,11,1066.0,770.0
1670983587.771416,11,1066.0,771.0
1670983587.781621,11,1066.0,772.0
1670983587.790904,11,1066.0,773.0
1670983587.801892,11,1066.0,774.0
1670983587.811796,11,1065.0,775.0
1670983587.821645,11,1063.0,776.0
1670983587.832322,11,1062.0,777.0
1670983587.840144,11,1060.0,779.0
1670983587.851412,11,1059.0,780.0
1670983587.862414,11,1057.0,782.0
1670983587.871834,11,1056.0,783.0
1670983587.881101,11,1054.0,786.0
1670983587.892158,11,1052.0,787.0
1670983587.902125,11,1051.0,788.0
1670983587.911983,11,1050.0,790.0
1670983587.92031,11,1048.0,792.0
1670983587.93231,11,1047.0,793.0
1670983587.941534,11,1045.0,795.0
1670983587.952028,11,1044.0,796.0
1670983587.962115,11,1043.0,796.0
1670983587.972429,11,1042.0,797.0
1670983587.98275,11,1041.0,798.0
1670983587.992757,11,1040.0,798.0
1670983588.02321,11,1039.0,799.0
1670983588.03332,11,1039.0,800.0
1670983588.062523,11,1038.0,800.0
1670983588.08312,11,1037.0,801.0
1670983588.122561,11,1036.0,801.0
1670983588.133371,11,1036.0,802.0
1670983588.164288,11,1035.0,802.0
1670983588.17356,11,1034.0,803.0
1670983588.183525,11,1033.0,803.0
1670983588.193769,11,1032.0,803.0
1670983588.203561,11,1031.0,803.0
1670983588.213593,11,1030.0,804.0
1670983588.222906,11,1027.0,804.0
1670983588.233453,11,1026.0,804.0
1670983588.243772,11,1026.0,805.0
1670983588.253786,11,1025.0,805.0
1670983588.26325,11,1023.0,805.0
1670983588.283572,11,1022.0,805.0
1670983588.293653,11,1020.0,805.0
1670983588.302487,11,1019.0,805.0
1670983588.313519,11,1018.0,805.0
1670983588.324004,11,1017.0,805.0
1670983588.333677,11,1015.0,806.0
1670983588.343677,11,1014.0,806.0
1670983588.354794,11,1012.0,807.0
1670983588.364163,11,1010.0,807.0
1670983588.373437,11,1008.0,807.0
1670983588.383437,11,1005.0,808.0
1670983588.39312,11,1004.0,808.0
1670983588.403489,11,1000.0,808.0
1670983588.413729,11,999.0,808.0
1670983588.424036,11,996.0,808.0
1670983588.432475,11,994.0,808.0
1670983588.443505,11,991.0,808.0
1670983588.454031,11,989.0,808.0
1670983588.463783,11,988.0,808.0
1670983588.473661,11,986.0,808.0
1670983588.484476,11,985.0,808.0
1670983588.494866,11,984.0,808.0
1670983588.504409,11,983.0,808.0
1670983588.514689,11,982.0,808.0
1670983588.534507,11,981.0,808.0
1670983588.545161,11,979.0,809.0
1670983588.554712,11,978.0,809.0
1670983588.564171,11,975.0,809.0
1670983588.574203,11,974.0,809.0
1670983588.584522,11,973.0,809.0
1670983588.594581,11,972.0,809.0
1670983588.603578,11,970.0,809.0
1670983588.614668,11,968.0,809.0
1670983588.625238,11,967.0,809.0
1670983588.635279,11,966.0,809.0
1670983588.655767,11,964.0,809.0
1670983588.665764,11,962.0,809.0
1670983588.676065,11,961.0,810.0
1670983588.695833,11,959.0,810.0
1670983588.705957,11,958.0,811.0
1670983588.716513,11,957.0,811.0
1670983588.725605,11,956.0,811.0
1670983588.734627,11,955.0,811.0
1670983588.746343,11,954.0,811.0
1670983588.756342,11,953.0,811.0
1670983588.765338,11,951.0,811.0
1670983588.775101,11,950.0,811.0
1670983588.786087,11,949.0,811.0
1670983588.795802,11,948.0,813.0
1670983588.806086,11,946.0,813.0
1670983588.815087,11,945.0,813.0
1670983588.82595,11,944.0,814.0
1670983588.836044,11,943.0,814.0
1670983588.845535,11,940.0,814.0
1670983588.856334,11,939.0,814.0
1670983588.865331,11,938.0,814.0
1670983588.885854,11,937.0,814.0
1670983588.95615,11,936.0,814.0
1670983588.975804,11,935.0,814.0
1670983588.985802,11,935.0,815.0
1670983589.057431,11,934.0,815.0
1670983589.066701,11,933.0,815.0
1670983589.076001,11,932.0,815.0
1670983589.09685,11,931.0,815.0
1670983589.106876,11,930.0,815.0
1670983589.115997,11,929.0,815.0
1670983589.127094,11,928.0,815.0
1670983589.136407,11,927.0,815.0
1670983589.167781,11,926.0,815.0
1670983589.188316,11,925.0,815.0
1670983589.207752,11,924.0,815.0
1670983589.247474,11,923.0,815.0
