26:56.3,n_puzzle1,2
28:31.1,n_puzzle2,0
29:54.3,n_puzzle3,0
31:18.0,n_puzzle4,0
32:52.7,n_puzzle5,0
34:06.2,n_iraira1,2
35:16.2,n_iraira2,2
36:33.2,n_iraira3,1
38:09.8,n_iraira4,3
40:14.5,n_iraira5,4
01:31.5,puzzle1-1,0
05:51.0,puzzle1-2,1
09:35.3,puzzle2-1,0
12:18.8,puzzle2-2,0
15:05.8,puzzle3-1,1
17:46.6,puzzle3-1,0
20:38.9,puzzle4-1,0
23:34.1,puzzle4-2,1
26:49.5,puzzle5-1,1
30:04.1,puzzle5-2,2
49:43.2,iraira1-1,3
52:18.7,iraira1-2,2
55:03.8,iraira2-1,5
57:13.1,iraira2-2,2
00:33.7,iraira3-1,7
02:46.3,iraira3-2,0
22:09.3,iraira4-1,1
24:52.7,iraira4-2,4
29:33.3,iraira5-1,8
35:18.0,iraira5-2,15
