11:58.3,n_puzzle1,1
13:31.2,n_puzzle2,1
14:45.1,n_puzzle3,0
16:08.3,n_puzzle4,1
17:37.3,n_puzzle5,2
18:53.8,n_iraira1,2
20:03.8,n_iraira2,0
21:16.3,n_iraira3,1
22:35.8,n_iraira4,2
24:38.0,n_iraira5,12
44:50.6,puzzle1-1,1
47:45.3,puzzle1-2,2
51:38.0,puzzle2-1,4
55:09.7,puzzle2-2,3
57:57.2,puzzle3-1,2
00:21.3,puzzle3-1,1
03:02.2,puzzle4-1,3
05:25.9,puzzle4-2,0
08:29.7,puzzle5-1,1
11:35.7,puzzle5-2,2
29:50.8,iraira1-1,1
32:42.3,iraira1-2,13
35:29.7,iraira2-1,6
37:12.7,iraira2-2,2
39:27.2,iraira3-1,7
41:44.7,iraira3-2,3
00:34.5,iraira4-1,4
02:51.4,iraira4-2,9
07:02.7,iraira5-1,29
11:26.0,iraira5-2,28
