11:22.1,n_puzzle1,1
12:50.2,n_puzzle2,1
14:13.4,n_puzzle3,0
15:40.3,n_puzzle4,1
17:22.2,n_puzzle5,1
18:33.5,n_iraira1,1
19:51.6,n_iraira2,0
21:08.7,n_iraira3,2
22:33.0,n_iraira4,1
24:35.3,n_iraira5,5
43:54.5,puzzle1-1,0
47:09.2,puzzle1-2,0
50:48.5,puzzle2-1,1
54:32.2,puzzle2-2,1
57:23.2,puzzle3-1,0
00:07.0,puzzle3-1,0
03:31.2,puzzle4-1,2
06:15.5,puzzle4-2,1
10:35.1,puzzle5-1,4
13:44.8,puzzle5-2,2
32:53.3,iraira1-1,2
35:33.6,iraira1-2,4
40:18.8,iraira2-1,2
43:05.2,iraira2-2,0
45:55.5,iraira3-1,2
48:35.2,iraira3-2,1
09:30.1,iraira4-1,2
12:49.3,iraira4-2,3
21:36.7,iraira5-1,12
26:03.6,iraira5-2,4
