2022-11-24 13:20:36.883468,1862.0,50.0
2022-11-24 13:20:37.235965,1863.0,50.0
2022-11-24 13:20:37.255719,1862.0,50.0
2022-11-24 13:20:37.265715,1861.0,50.0
2022-11-24 13:20:37.275924,1860.0,50.0
2022-11-24 13:20:37.296105,1858.0,49.0
2022-11-24 13:20:37.315546,1856.0,48.0
2022-11-24 13:20:37.325888,1854.0,48.0
2022-11-24 13:20:37.335893,1853.0,48.0
2022-11-24 13:20:37.344229,1852.0,48.0
2022-11-24 13:20:37.355365,1851.0,48.0
2022-11-24 13:20:37.365365,1848.0,48.0
2022-11-24 13:20:37.376066,1846.0,48.0
2022-11-24 13:20:37.386106,1843.0,48.0
2022-11-24 13:20:37.395111,1839.0,48.0
2022-11-24 13:20:37.405409,1836.0,48.0
2022-11-24 13:20:37.415940,1834.0,48.0
2022-11-24 13:20:37.425624,1829.0,48.0
2022-11-24 13:20:37.435816,1827.0,48.0
2022-11-24 13:20:37.445588,1825.0,48.0
2022-11-24 13:20:37.455590,1821.0,48.0
2022-11-24 13:20:37.465738,1817.0,48.0
2022-11-24 13:20:37.475738,1813.0,48.0
2022-11-24 13:20:37.486136,1811.0,48.0
2022-11-24 13:20:37.496135,1808.0,48.0
2022-11-24 13:20:37.505690,1805.0,48.0
2022-11-24 13:20:37.515804,1804.0,48.0
2022-11-24 13:20:37.526416,1802.0,48.0
2022-11-24 13:20:37.536627,1800.0,48.0
2022-11-24 13:20:37.547058,1796.0,48.0
2022-11-24 13:20:37.557182,1793.0,48.0
2022-11-24 13:20:37.566515,1789.0,48.0
2022-11-24 13:20:37.577071,1782.0,48.0
2022-11-24 13:20:37.587045,1777.0,48.0
2022-11-24 13:20:37.597119,1770.0,48.0
2022-11-24 13:20:37.607026,1762.0,48.0
2022-11-24 13:20:37.616772,1755.0,48.0
2022-11-24 13:20:37.626913,1748.0,48.0
2022-11-24 13:20:37.637117,1744.0,48.0
2022-11-24 13:20:37.646408,1738.0,48.0
2022-11-24 13:20:37.656399,1735.0,48.0
2022-11-24 13:20:37.667015,1731.0,48.0
2022-11-24 13:20:37.677017,1728.0,48.0
2022-11-24 13:20:37.686901,1723.0,48.0
2022-11-24 13:20:37.697289,1717.0,48.0
2022-11-24 13:20:37.707766,1709.0,48.0
2022-11-24 13:20:37.717773,1703.0,48.0
2022-11-24 13:20:37.728138,1695.0,48.0
2022-11-24 13:20:37.737380,1687.0,48.0
2022-11-24 13:20:37.748353,1679.0,49.0
2022-11-24 13:20:37.757328,1674.0,49.0
2022-11-24 13:20:37.767508,1670.0,50.0
2022-11-24 13:20:37.777800,1665.0,50.0
2022-11-24 13:20:37.787472,1661.0,51.0
2022-11-24 13:20:37.797604,1659.0,52.0
2022-11-24 13:20:37.807969,1656.0,52.0
2022-11-24 13:20:37.817929,1654.0,52.0
2022-11-24 13:20:37.827143,1652.0,52.0
2022-11-24 13:20:37.837348,1648.0,53.0
2022-11-24 13:20:37.847698,1645.0,53.0
2022-11-24 13:20:37.856841,1642.0,54.0
2022-11-24 13:20:37.867875,1639.0,54.0
2022-11-24 13:20:37.878035,1635.0,55.0
2022-11-24 13:20:37.887421,1629.0,56.0
2022-11-24 13:20:37.897738,1623.0,56.0
2022-11-24 13:20:37.907793,1618.0,57.0
2022-11-24 13:20:37.917554,1612.0,58.0
2022-11-24 13:20:37.927706,1606.0,59.0
2022-11-24 13:20:37.937872,1602.0,60.0
2022-11-24 13:20:37.947450,1596.0,60.0
2022-11-24 13:20:37.957574,1592.0,61.0
2022-11-24 13:20:37.967704,1586.0,62.0
2022-11-24 13:20:37.977382,1581.0,62.0
2022-11-24 13:20:37.988010,1572.0,62.0
2022-11-24 13:20:37.997166,1566.0,62.0
2022-11-24 13:20:38.008203,1555.0,62.0
2022-11-24 13:20:38.018044,1546.0,62.0
2022-11-24 13:20:38.028370,1537.0,62.0
2022-11-24 13:20:38.039338,1532.0,62.0
2022-11-24 13:20:38.048469,1525.0,62.0
2022-11-24 13:20:38.058681,1521.0,62.0
2022-11-24 13:20:38.068722,1517.0,62.0
2022-11-24 13:20:38.078306,1510.0,62.0
2022-11-24 13:20:38.088427,1506.0,62.0
2022-11-24 13:20:38.098691,1502.0,62.0
2022-11-24 13:20:38.108436,1495.0,62.0
2022-11-24 13:20:38.118331,1491.0,62.0
2022-11-24 13:20:38.128475,1485.0,62.0
2022-11-24 13:20:38.138476,1479.0,62.0
2022-11-24 13:20:38.148998,1473.0,62.0
2022-11-24 13:20:38.158407,1470.0,62.0
2022-11-24 13:20:38.168370,1464.0,62.0
2022-11-24 13:20:38.178932,1460.0,62.0
2022-11-24 13:20:38.188168,1454.0,62.0
2022-11-24 13:20:38.200168,1449.0,62.0
2022-11-24 13:20:38.209732,1447.0,62.0
2022-11-24 13:20:38.220214,1444.0,62.0
2022-11-24 13:20:38.230221,1440.0,62.0
2022-11-24 13:20:38.240222,1435.0,62.0
2022-11-24 13:20:38.249585,1428.0,62.0
2022-11-24 13:20:38.259938,1420.0,62.0
2022-11-24 13:20:38.269897,1412.0,62.0
2022-11-24 13:20:38.280960,1404.0,62.0
2022-11-24 13:20:38.289233,1398.0,62.0
2022-11-24 13:20:38.299236,1392.0,62.0
2022-11-24 13:20:38.309438,1387.0,62.0
2022-11-24 13:20:38.319572,1381.0,62.0
2022-11-24 13:20:38.329581,1375.0,62.0
2022-11-24 13:20:38.339906,1372.0,62.0
2022-11-24 13:20:38.349384,1367.0,63.0
2022-11-24 13:20:38.359391,1365.0,64.0
2022-11-24 13:20:38.369901,1363.0,64.0
2022-11-24 13:20:38.389466,1362.0,64.0
2022-11-24 13:20:38.399464,1360.0,64.0
2022-11-24 13:20:38.410350,1359.0,64.0
2022-11-24 13:20:38.500018,1358.0,64.0
2022-11-24 13:20:38.519455,1357.0,65.0
2022-11-24 13:20:38.529425,1355.0,65.0
2022-11-24 13:20:38.540549,1354.0,65.0
2022-11-24 13:20:38.550366,1352.0,66.0
2022-11-24 13:20:38.561336,1350.0,66.0
2022-11-24 13:20:38.570287,1346.0,67.0
2022-11-24 13:20:38.581415,1342.0,69.0
2022-11-24 13:20:38.590416,1335.0,69.0
2022-11-24 13:20:38.600687,1330.0,71.0
2022-11-24 13:20:38.610555,1324.0,73.0
2022-11-24 13:20:38.690368,1318.0,73.0
2022-11-24 13:20:38.712845,1317.0,74.0
2022-11-24 13:20:38.721844,1316.0,74.0
2022-11-24 13:20:38.742003,1315.0,75.0
2022-11-24 13:20:38.781326,1314.0,76.0
2022-11-24 13:20:38.801822,1313.0,77.0
2022-11-24 13:20:38.822248,1313.0,78.0
2022-11-24 13:20:38.831246,1313.0,80.0
