17:22.9,n_puzzle1,0
19:11.1,n_puzzle2,0
20:37.5,n_puzzle3,0
22:07.9,n_puzzle4,0
23:51.5,n_puzzle5,0
25:00.6,n_iraira1,2
26:20.7,n_iraira2,0
27:45.0,n_iraira3,0
29:36.5,n_iraira4,0
32:05.1,n_iraira5,4
53:58.0,puzzle1-1,0
56:55.8,puzzle1-2,0
59:49.7,puzzle2-1,0
02:24.7,puzzle2-2,0
04:48.6,puzzle3-1,0
07:05.5,puzzle3-2,0
09:45.2,puzzle4-1,3
12:12.3,puzzle4-2,1
15:06.2,puzzle5-1,0
17:43.2,puzzle5-2,0
37:17.4,iraira1-1,1
38:54.0,iraira1-2,1
40:42.4,iraira2-1,0
42:23.3,iraira2-2,1
45:14.2,iraira3-1,4
47:46.3,iraira3-2,3
07:42.4,iraira4-1,1
09:52.6,iraira4-2,1
14:33.0,iraira5-1,16
18:22.4,iraira5-2,11
