2022-11-16 14:16:26.885137,puzzle_1,0
2022-11-16 14:17:54.810798,puzzle_1,0
2022-11-16 14:19:23.581653,puzzle_1,0
2022-11-16 14:20:54.025278,puzzle_1,1
2022-11-16 14:22:26.349129,puzzle_1,2
2022-11-16 14:23:40.360556,irairabou1,1
2022-11-16 14:24:59.482248,irairabou2,3
2022-11-16 14:26:10.071207,irairabou3,3
2022-11-16 14:27:32.955816,irairabou4,3
2022-11-16 14:29:25.277856,irairabou5,10
2022-11-16 14:49:46.240817,puzzle_1,1
2022-11-16 14:52:17.696569,puzzle_1,0
2022-11-16 14:54:42.603837,puzzle_1,1
2022-11-16 14:56:54.353003,puzzle_1,0
2022-11-16 14:59:29.193110,puzzle_1,2
2022-11-16 15:01:55.707583,puzzle_1,0
2022-11-16 15:04:26.310011,puzzle_1,1
2022-11-16 15:06:49.444053,puzzle_1,1
2022-11-16 15:09:12.556782,puzzle_1,0
2022-11-16 15:12:13.679994,puzzle_1,4
2022-11-16 15:29:53.385975,irairabou1,8
2022-11-16 15:31:54.453988,irairabou1,5
2022-11-16 15:33:37.749108,irairabou2,2
2022-11-16 15:35:14.599851,irairabou2,2
2022-11-16 15:37:55.713782,irairabou3,13
2022-11-16 15:39:55.193031,irairabou3,6
2022-11-16 15:57:49.108989,irairabou4,8
2022-11-16 15:59:47.965632,irairabou4,6
2022-11-16 16:03:45.028531,irairabou5,22
2022-11-16 16:06:36.692853,irairabou5,13
