03:42.5,n_iraira1,0
05:46.8,n_iraira2,2
07:01.5,n_iraira3,1
08:29.0,n_iraira4,3
10:13.5,n_iraira5,2
11:30.9,n_puzzle1,0
12:50.8,n_puzzle2,1
14:15.8,n_puzzle3,0
15:38.8,n_puzzle4,0
17:04.9,n_puzzle5,0
34:03.4,iraira1-1,0
35:30.0,iraira1-2,0
37:00.7,iraira2-1,2
38:27.5,iraira2-2,1
40:11.6,iraira3-1,0
41:44.8,iraira3-2,2
00:05.6,iraira4-1,8
01:54.2,iraira4-2,3
05:00.1,iraira5-1,20
07:56.1,iraira5-2,10
27:01.2,puzzle1-1,1
29:16.1,puzzle1-2,2
31:31.3,puzzle2-1,0
33:49.5,puzzle2-2,2
36:02.6,puzzle3-1,0
38:05.7,puzzle3-1,2
40:05.8,puzzle4-1,0
42:08.6,puzzle4-2,0
44:32.2,puzzle5-1,2
47:11.7,puzzle5-2,4
