2022-11-25 14:05:16.621428,irairabou1,1
2022-11-25 14:06:58.747218,irairabou2,0
2022-11-25 14:08:22.284220,irairabou3,1
2022-11-25 14:10:21.641660,irairabou4,1
2022-11-25 14:12:43.812425,irairabou5,4
2022-11-25 14:14:15.362529,puzzle_1,0
2022-11-25 14:15:40.146411,puzzle_2,1
2022-11-25 14:17:05.209066,puzzle_3,0
2022-11-25 14:18:41.528255,puzzle_4,0
2022-11-25 14:20:24.745857,puzzle_5,1
2022-11-25 14:39:01.237321,irairabou1,2
2022-11-25 14:41:20.132130,irairabou1,0
2022-11-25 14:43:22.695407,irairabou2,3
2022-11-25 14:45:24.514176,irairabou2,2
2022-11-25 14:48:14.884336,irairabou3,3
2022-11-25 14:50:40.466453,irairabou3,1
2022-11-25 15:10:07.135230,irairabou4,0
2022-11-25 15:13:11.500686,irairabou4,2
2022-11-25 15:17:59.833442,irairabou5,8
2022-11-25 15:22:00.381236,irairabou5,7
2022-11-25 15:41:08.336028,puzzle_1,0
2022-11-25 15:43:51.105902,puzzle_1,0
2022-11-25 15:46:47.520143,puzzle_2,0
2022-11-25 15:49:07.592225,puzzle_2,0
2022-11-25 15:51:32.881848,puzzle_3,0
2022-11-25 15:53:53.445776,puzzle_3,1
2022-11-25 15:56:29.598621,puzzle_4,0
2022-11-25 15:59:02.168744,puzzle_4,0
2022-11-25 16:02:13.341591,puzzle_5,1
2022-11-25 16:05:02.085794,puzzle_5,0
