Recording timestamp,Obj num,Position X,Position Y
1671153300.791927,11,1800.0,900.0
1671153300.801835,11,1800.0,901.0
1671153300.811398,11,1799.0,902.0
1671153300.822476,11,1798.0,902.0
1671153300.842495,11,1796.0,903.0
1671153300.852215,11,1795.0,904.0
1671153300.86321,11,1794.0,904.0
1671153300.88253,11,1792.0,904.0
1671153300.892534,11,1791.0,904.0
1671153300.962368,11,1790.0,905.0
1671153300.973092,11,1789.0,905.0
1671153300.982735,11,1785.0,905.0
1671153300.992781,11,1777.0,905.0
1671153301.002896,11,1768.0,904.0
1671153301.012806,11,1755.0,902.0
1671153301.022919,11,1741.0,901.0
1671153301.033997,11,1720.0,897.0
1671153301.042876,11,1691.0,896.0
1671153301.052878,11,1674.0,896.0
1671153301.062928,11,1647.0,896.0
1671153301.075292,11,1624.0,896.0
1671153301.083334,11,1600.0,896.0
1671153301.093986,11,1580.0,896.0
1671153301.103941,11,1560.0,895.0
1671153301.112997,11,1541.0,893.0
1671153301.122488,11,1527.0,891.0
1671153301.132512,11,1518.0,890.0
1671153301.144575,11,1510.0,888.0
1671153301.15427,11,1501.0,887.0
1671153301.164352,11,1494.0,886.0
1671153301.173267,11,1489.0,886.0
1671153301.184266,11,1484.0,885.0
1671153301.193305,11,1478.0,885.0
1671153301.204797,11,1471.0,884.0
1671153301.21376,11,1463.0,882.0
1671153301.223539,11,1455.0,879.0
1671153301.233676,11,1447.0,877.0
1671153301.244884,11,1438.0,874.0
1671153301.253664,11,1428.0,872.0
1671153301.263665,11,1417.0,869.0
1671153301.273772,11,1408.0,866.0
1671153301.283341,11,1399.0,863.0
1671153301.294275,11,1390.0,861.0
1671153301.30343,11,1381.0,857.0
1671153301.313428,11,1371.0,853.0
1671153301.323371,11,1361.0,848.0
1671153301.335363,11,1351.0,844.0
1671153301.344572,11,1340.0,840.0
1671153301.354445,11,1329.0,833.0
1671153301.365438,11,1319.0,828.0
1671153301.376406,11,1309.0,822.0
1671153301.384417,11,1298.0,815.0
1671153301.394416,11,1289.0,811.0
1671153301.406065,11,1281.0,805.0
1671153301.417176,11,1272.0,802.0
1671153301.424466,11,1267.0,800.0
1671153301.435019,11,1262.0,798.0
1671153301.44462,11,1256.0,795.0
1671153301.455628,11,1251.0,792.0
1671153301.464635,11,1246.0,789.0
1671153301.474745,11,1244.0,788.0
1671153301.484764,11,1240.0,785.0
1671153301.49484,11,1237.0,784.0
1671153301.504576,11,1236.0,782.0
1671153301.514509,11,1233.0,782.0
1671153301.524514,11,1231.0,780.0
1671153301.534561,11,1227.0,777.0
1671153301.545553,11,1223.0,774.0
1671153301.554902,11,1219.0,772.0
1671153301.564458,11,1215.0,771.0
1671153301.57445,11,1209.0,766.0
1671153301.585959,11,1204.0,763.0
1671153301.595013,11,1197.0,758.0
1671153301.60443,11,1191.0,754.0
1671153301.614388,11,1185.0,749.0
1671153301.624393,11,1181.0,744.0
1671153301.634392,11,1177.0,739.0
1671153301.644445,11,1173.0,735.0
1671153301.654468,11,1168.0,728.0
1671153301.66451,11,1164.0,723.0
1671153301.675462,11,1159.0,717.0
1671153301.685497,11,1152.0,707.0
1671153301.6957,11,1145.0,699.0
1671153301.706042,11,1138.0,689.0
1671153301.716992,11,1133.0,681.0
1671153301.725965,11,1129.0,677.0
1671153301.735852,11,1128.0,673.0
1671153301.746002,11,1126.0,669.0
1671153301.757177,11,1124.0,665.0
1671153301.765696,11,1122.0,659.0
1671153301.775693,11,1121.0,657.0
1671153301.785614,11,1121.0,654.0
1671153301.796839,11,1120.0,650.0
1671153301.8063,11,1119.0,648.0
1671153301.815481,11,1119.0,646.0
1671153301.825523,11,1118.0,645.0
1671153301.835542,11,1118.0,644.0
1671153301.846767,11,1117.0,642.0
1671153301.856264,11,1117.0,640.0
1671153301.86679,11,1115.0,637.0
1671153301.876759,11,1115.0,634.0
1671153301.888005,11,1113.0,631.0
1671153301.896773,11,1111.0,626.0
1671153301.906711,11,1109.0,623.0
1671153301.91654,11,1107.0,620.0
1671153301.927766,11,1103.0,615.0
1671153301.937075,11,1100.0,610.0
1671153301.947174,11,1096.0,604.0
1671153301.95735,11,1094.0,600.0
1671153301.968037,11,1090.0,593.0
1671153301.976644,11,1085.0,585.0
1671153301.987572,11,1081.0,576.0
1671153301.99685,11,1075.0,567.0
1671153302.007074,11,1070.0,559.0
1671153302.016451,11,1066.0,552.0
1671153302.026718,11,1062.0,544.0
1671153302.036959,11,1056.0,536.0
1671153302.046821,11,1053.0,531.0
1671153302.058501,11,1049.0,527.0
1671153302.066661,11,1047.0,524.0
1671153302.08696,11,1046.0,522.0
1671153302.297577,11,1045.0,521.0
1671153302.308547,11,1044.0,521.0
1671153302.317548,11,1042.0,522.0
1671153302.328124,11,1039.0,523.0
1671153302.337668,11,1037.0,524.0
1671153302.347652,11,1033.0,525.0
1671153302.358799,11,1030.0,525.0
1671153302.368298,11,1026.0,528.0
1671153302.378291,11,1022.0,528.0
1671153302.388292,11,1018.0,528.0
1671153302.399489,11,1014.0,528.0
1671153302.408489,11,1011.0,528.0
1671153302.418497,11,1008.0,529.0
1671153302.428468,11,1006.0,529.0
1671153302.439442,11,1005.0,529.0
1671153302.481025,11,1004.0,530.0
1671153302.49902,11,1003.0,530.0
1671153302.508359,11,1002.0,530.0
1671153302.519368,11,1001.0,530.0
1671153302.529338,11,1000.0,531.0
1671153302.538368,11,998.0,531.0
1671153302.549425,11,994.0,532.0
1671153302.558664,11,991.0,532.0
1671153302.570253,11,987.0,532.0
1671153302.578818,11,982.0,534.0
1671153302.588987,11,977.0,534.0
1671153302.599075,11,970.0,534.0
1671153302.609875,11,964.0,535.0
1671153302.618966,11,956.0,535.0
1671153302.628726,11,950.0,535.0
1671153302.638399,11,941.0,535.0
1671153302.649425,11,934.0,535.0
1671153302.658507,11,925.0,535.0
1671153302.668462,11,919.0,535.0
1671153302.678386,11,913.0,535.0
1671153302.68888,11,909.0,535.0
1671153302.700305,11,902.0,535.0
1671153302.709254,11,895.0,535.0
1671153302.720384,11,890.0,535.0
1671153302.729511,11,886.0,535.0
1671153302.740502,11,882.0,535.0
1671153302.749662,11,880.0,535.0
1671153302.759967,11,879.0,535.0
1671153302.769672,11,877.0,536.0
1671153302.780529,11,877.0,537.0
1671153302.790563,11,876.0,538.0
1671153302.799539,11,875.0,538.0
1671153302.809415,11,873.0,540.0
1671153302.820503,11,872.0,541.0
1671153302.829504,11,869.0,546.0
1671153302.839459,11,867.0,549.0
1671153302.849433,11,864.0,555.0
1671153302.859665,11,861.0,561.0
1671153302.870682,11,859.0,566.0
1671153302.880528,11,856.0,572.0
1671153302.890525,11,852.0,579.0
1671153302.90052,11,848.0,586.0
1671153302.911953,11,846.0,591.0
1671153302.92109,11,841.0,598.0
1671153302.930801,11,839.0,603.0
1671153302.940791,11,836.0,608.0
1671153302.951307,11,834.0,612.0
1671153302.960316,11,831.0,615.0
1671153302.971135,11,831.0,616.0
1671153302.981146,11,830.0,619.0
1671153302.991222,11,828.0,622.0
1671153303.000463,11,828.0,624.0
1671153303.010504,11,827.0,626.0
1671153303.020748,11,827.0,627.0
1671153303.031516,11,826.0,628.0
1671153303.040563,11,825.0,631.0
1671153303.050569,11,825.0,634.0
1671153303.060798,11,824.0,636.0
1671153303.070905,11,824.0,638.0
1671153303.08143,11,823.0,640.0
1671153303.090624,11,822.0,641.0
1671153303.100586,11,822.0,643.0
