2022-11-30 14:13:26.136038,11,1800.0,900.0
2022-11-30 14:13:26.156871,11,1800.0,899.0
2022-11-30 14:13:26.166361,11,1799.0,898.0
2022-11-30 14:13:26.175361,11,1796.0,896.0
2022-11-30 14:13:26.186440,11,1794.0,894.0
2022-11-30 14:13:26.196458,11,1791.0,892.0
2022-11-30 14:13:26.206684,11,1788.0,890.0
2022-11-30 14:13:26.215703,11,1783.0,888.0
2022-11-30 14:13:26.227096,11,1781.0,886.0
2022-11-30 14:13:26.236490,11,1777.0,883.0
2022-11-30 14:13:26.247048,11,1771.0,881.0
2022-11-30 14:13:26.256385,11,1767.0,878.0
2022-11-30 14:13:26.267859,11,1764.0,876.0
2022-11-30 14:13:26.278012,11,1762.0,875.0
2022-11-30 14:13:26.288069,11,1759.0,874.0
2022-11-30 14:13:26.298038,11,1758.0,873.0
2022-11-30 14:13:26.305996,11,1757.0,873.0
2022-11-30 14:13:26.338928,11,1756.0,872.0
2022-11-30 14:13:26.346983,11,1755.0,872.0
2022-11-30 14:13:26.357456,11,1754.0,871.0
2022-11-30 14:13:26.367594,11,1753.0,871.0
2022-11-30 14:13:26.378087,11,1751.0,870.0
2022-11-30 14:13:26.387087,11,1749.0,869.0
2022-11-30 14:13:26.397654,11,1748.0,868.0
2022-11-30 14:13:26.407479,11,1747.0,868.0
2022-11-30 14:13:26.417600,11,1746.0,868.0
2022-11-30 14:13:26.498639,11,1745.0,868.0
2022-11-30 14:13:26.508959,11,1743.0,868.0
2022-11-30 14:13:26.517349,11,1741.0,868.0
2022-11-30 14:13:26.528272,11,1738.0,868.0
2022-11-30 14:13:26.538428,11,1733.0,868.0
2022-11-30 14:13:26.548613,11,1728.0,868.0
2022-11-30 14:13:26.557309,11,1723.0,868.0
2022-11-30 14:13:26.568431,11,1715.0,867.0
2022-11-30 14:13:26.578663,11,1710.0,867.0
2022-11-30 14:13:26.588902,11,1704.0,867.0
2022-11-30 14:13:26.597996,11,1697.0,867.0
2022-11-30 14:13:26.608836,11,1692.0,867.0
2022-11-30 14:13:26.618836,11,1687.0,867.0
2022-11-30 14:13:26.629334,11,1682.0,867.0
2022-11-30 14:13:26.638636,11,1675.0,868.0
2022-11-30 14:13:26.647915,11,1670.0,868.0
2022-11-30 14:13:26.658840,11,1667.0,869.0
2022-11-30 14:13:26.668155,11,1661.0,870.0
2022-11-30 14:13:26.678607,11,1657.0,872.0
2022-11-30 14:13:26.688104,11,1653.0,872.0
2022-11-30 14:13:26.698541,11,1650.0,873.0
2022-11-30 14:13:26.708241,11,1647.0,874.0
2022-11-30 14:13:26.719213,11,1644.0,875.0
2022-11-30 14:13:26.728178,11,1641.0,876.0
2022-11-30 14:13:26.738830,11,1639.0,877.0
2022-11-30 14:13:26.748709,11,1637.0,877.0
2022-11-30 14:13:26.759111,11,1636.0,878.0
2022-11-30 14:13:26.768289,11,1634.0,878.0
2022-11-30 14:13:26.790227,11,1632.0,878.0
2022-11-30 14:13:26.799052,11,1630.0,878.0
2022-11-30 14:13:26.818742,11,1629.0,878.0
2022-11-30 14:13:26.830191,11,1628.0,878.0
2022-11-30 14:13:26.839555,11,1627.0,879.0
2022-11-30 14:13:26.849828,11,1626.0,879.0
2022-11-30 14:13:26.950669,11,1625.0,879.0
2022-11-30 14:13:26.970813,11,1624.0,879.0
2022-11-30 14:13:26.981012,11,1623.0,875.0
2022-11-30 14:13:26.990969,11,1622.0,864.0
2022-11-30 14:13:27.001043,11,1620.0,848.0
2022-11-30 14:13:27.011050,11,1615.0,828.0
2022-11-30 14:13:27.021127,11,1607.0,802.0
2022-11-30 14:13:27.029472,11,1601.0,777.0
2022-11-30 14:13:27.040514,11,1598.0,764.0
2022-11-30 14:13:27.052040,11,1593.0,744.0
2022-11-30 14:13:27.060340,11,1590.0,735.0
2022-11-30 14:13:27.069915,11,1588.0,728.0
2022-11-30 14:13:27.080915,11,1586.0,722.0
2022-11-30 14:13:28.735337,11,1586.0,722.0
2022-11-30 14:13:28.746588,11,1586.0,723.0
2022-11-30 14:13:28.756850,11,1585.0,724.0
2022-11-30 14:13:28.766393,11,1584.0,725.0
2022-11-30 14:13:28.775727,11,1582.0,727.0
2022-11-30 14:13:28.786295,11,1582.0,728.0
2022-11-30 14:13:28.806513,11,1581.0,729.0
2022-11-30 14:13:28.897520,11,1579.0,730.0
2022-11-30 14:13:28.947092,11,1578.0,731.0
2022-11-30 14:13:28.967778,11,1578.0,732.0
2022-11-30 14:13:28.978130,11,1577.0,732.0
2022-11-30 14:13:28.987371,11,1576.0,733.0
2022-11-30 14:13:28.998369,11,1575.0,735.0
2022-11-30 14:13:29.008141,11,1574.0,736.0
2022-11-30 14:13:29.018672,11,1573.0,737.0
2022-11-30 14:13:29.029080,11,1571.0,739.0
2022-11-30 14:13:29.039074,11,1570.0,740.0
2022-11-30 14:13:29.048243,11,1569.0,741.0
2022-11-30 14:13:29.058524,11,1567.0,743.0
2022-11-30 14:13:29.068435,11,1566.0,744.0
2022-11-30 14:13:29.077405,11,1564.0,745.0
2022-11-30 14:13:29.089030,11,1563.0,746.0
2022-11-30 14:13:29.099054,11,1561.0,748.0
2022-11-30 14:13:29.108267,11,1560.0,750.0
2022-11-30 14:13:29.117444,11,1558.0,752.0
2022-11-30 14:13:29.128477,11,1557.0,753.0
2022-11-30 14:13:29.148322,11,1555.0,754.0
2022-11-30 14:13:29.178177,11,1554.0,756.0
2022-11-30 14:13:29.198651,11,1553.0,756.0
2022-11-30 14:13:29.208938,11,1553.0,757.0
2022-11-30 14:13:29.218315,11,1552.0,758.0
2022-11-30 14:13:29.228319,11,1551.0,758.0
2022-11-30 14:13:29.238234,11,1550.0,759.0
2022-11-30 14:13:29.247472,11,1549.0,761.0
2022-11-30 14:13:29.258470,11,1548.0,762.0
2022-11-30 14:13:29.268376,11,1547.0,763.0
2022-11-30 14:13:29.278510,11,1546.0,764.0
2022-11-30 14:13:29.288077,11,1545.0,764.0
2022-11-30 14:13:29.299045,11,1543.0,765.0
2022-11-30 14:13:29.308204,11,1541.0,766.0
2022-11-30 14:13:29.318525,11,1540.0,767.0
2022-11-30 14:13:29.329029,11,1538.0,769.0
2022-11-30 14:13:29.340130,11,1536.0,770.0
2022-11-30 14:13:29.349411,11,1534.0,771.0
2022-11-30 14:13:29.359951,11,1531.0,772.0
2022-11-30 14:13:29.369597,11,1528.0,774.0
2022-11-30 14:13:29.379415,11,1526.0,774.0
2022-11-30 14:13:29.389418,11,1525.0,775.0
2022-11-30 14:13:29.399460,11,1522.0,776.0
2022-11-30 14:13:29.409581,11,1521.0,776.0
2022-11-30 14:13:29.430102,11,1520.0,776.0
2022-11-30 14:13:29.449316,11,1519.0,776.0
2022-11-30 14:13:29.469654,11,1517.0,776.0
2022-11-30 14:13:29.479940,11,1516.0,776.0
2022-11-30 14:13:29.489623,11,1515.0,776.0
2022-11-30 14:13:29.499880,11,1514.0,776.0
2022-11-30 14:13:29.510111,11,1513.0,776.0
2022-11-30 14:13:29.521111,11,1512.0,776.0
2022-11-30 14:13:29.540563,11,1512.0,775.0
2022-11-30 14:13:29.550900,11,1511.0,775.0
2022-11-30 14:13:29.561282,11,1511.0,774.0
2022-11-30 14:13:29.590317,11,1511.0,773.0
2022-11-30 14:13:29.611045,11,1511.0,772.0
2022-11-30 14:13:29.621130,11,1511.0,771.0
2022-11-30 14:13:29.640860,11,1511.0,770.0
2022-11-30 14:13:29.731053,11,1511.0,769.0
2022-11-30 14:13:29.820338,11,1511.0,768.0
2022-11-30 14:13:29.830569,11,1511.0,765.0
2022-11-30 14:13:29.840569,11,1511.0,764.0
2022-11-30 14:13:29.852010,11,1510.0,763.0
2022-11-30 14:13:29.861863,11,1509.0,760.0
2022-11-30 14:13:29.872612,11,1508.0,758.0
