04:57.4,n_iraira1,1
06:01.2,n_iraira2,0
07:09.4,n_iraira3,1
08:28.7,n_iraira4,1
10:18.5,n_iraira5,12
11:25.3,n_puzzle1,1
12:37.2,n_puzzle2,0
13:43.8,n_puzzle3,0
15:08.9,n_puzzle4,0
16:35.7,n_puzzle5,2
34:55.0,iraira1-1,4
36:32.8,iraira1-2,2
37:57.0,iraira2-1,1
39:17.0,iraira2-2,1
41:51.1,iraira3-1,13
44:19.9,iraira3-2,9
03:15.3,iraira4-1,6
05:57.2,iraira4-2,11
09:57.1,iraira5-1,20
13:46.5,iraira5-2,20
34:51.4,puzzle1-1,4
37:10.8,puzzle1-2,0
40:15.5,puzzle2-1,5
43:11.5,puzzle2-2,4
45:34.8,puzzle3-1,2
47:58.4,puzzle3-1,2
50:31.4,puzzle4-1,3
53:20.3,puzzle4-2,9
56:25.3,puzzle5-1,6
00:03.0,puzzle5-2,8
