24:38.5,n_iraira1,1
25:56.1,n_iraira2,0
27:17.9,n_iraira3,2
28:47.6,n_iraira4,0
30:58.3,n_iraira5,3
32:15.7,n_puzzle1,0
33:36.1,n_puzzle2,0
34:53.2,n_puzzle3,0
36:14.9,n_puzzle4,0
37:47.5,n_puzzle5,0
55:38.3,iraira1-1,0
57:12.2,iraira1-2,1
58:57.5,iraira2-1,1
00:38.5,iraira2-2,2
02:43.4,iraira3-1,3
05:29.7,iraira3-2,8
24:22.7,iraira4-1,1
27:20.3,iraira4-2,4
30:57.2,iraira5-1,4
34:12.7,iraira5-2,7
52:50.9,puzzle1-1,0
55:12.8,puzzle1-2,0
57:28.1,puzzle2-1,0
59:30.4,puzzle2-2,0
01:31.5,puzzle3-1,0
03:21.8,puzzle3-1,0
05:24.0,puzzle4-1,0
07:23.7,puzzle4-2,0
09:36.5,puzzle5-1,1
11:45.6,puzzle5-2,2
