Recording timestamp,Obj num,Position X,Position Y
1669265098.23072,9,1500.0,150.0
1669265098.301934,9,1499.0,150.0
1669265098.322247,9,1498.0,150.0
1669265098.332801,9,1497.0,150.0
1669265098.342228,9,1495.0,150.0
1669265098.351906,9,1493.0,150.0
1669265098.361416,9,1491.0,151.0
1669265098.371639,9,1489.0,151.0
1669265098.381639,9,1488.0,151.0
1669265098.391683,9,1485.0,151.0
1669265098.401414,9,1484.0,151.0
1669265098.411836,9,1482.0,151.0
1669265098.422082,9,1480.0,151.0
1669265098.431815,9,1478.0,151.0
1669265098.441813,9,1477.0,151.0
1669265098.562778,9,1476.0,151.0
1669265098.572778,9,1475.0,151.0
1669265098.58355,9,1474.0,151.0
1669265098.592914,9,1473.0,151.0
1669265098.602686,9,1471.0,150.0
1669265098.61269,9,1468.0,150.0
1669265098.622832,9,1463.0,150.0
1669265098.633081,9,1460.0,150.0
1669265098.64299,9,1457.0,150.0
1669265098.652262,9,1456.0,150.0
1669265098.662507,9,1453.0,150.0
1669265098.674088,9,1452.0,150.0
1669265098.682427,9,1450.0,150.0
1669265098.692698,9,1449.0,150.0
1669265098.702703,9,1447.0,150.0
1669265098.713961,9,1445.0,152.0
1669265098.723218,9,1442.0,152.0
1669265098.733278,9,1440.0,153.0
1669265098.824669,9,1437.0,155.0
1669265098.833655,9,1435.0,155.0
1669265098.845509,9,1434.0,155.0
1669265098.853811,9,1432.0,156.0
1669265098.863777,9,1431.0,157.0
1669265098.874324,9,1430.0,158.0
1669265098.885071,9,1428.0,159.0
1669265098.894281,9,1426.0,160.0
1669265098.90361,9,1425.0,160.0
1669265098.914111,9,1424.0,161.0
1669265098.924185,9,1422.0,163.0
1669265098.934223,9,1421.0,163.0
1669265098.944309,9,1420.0,163.0
1669265098.9537,9,1419.0,164.0
1669265098.96369,9,1418.0,165.0
1669265098.975216,9,1417.0,165.0
1669265098.984468,9,1416.0,166.0
1669265099.1644,9,1415.0,166.0
1669265099.175402,9,1415.0,168.0
1669265099.186555,9,1416.0,170.0
1669265099.194706,9,1416.0,171.0
