07:53.7,n_iraira1,0
08:55.7,n_iraira2,0
09:59.6,n_iraira3,4
11:22.2,n_iraira4,8
13:20.1,n_iraira5,14
14:30.1,n_puzzle1,0
15:39.3,n_puzzle2,0
16:54.7,n_puzzle3,1
18:10.5,n_puzzle4,1
19:29.4,n_puzzle5,3
37:57.1,iraira1-1,2
39:16.8,iraira1-2,1
41:54.2,iraira2-1,1
43:26.8,iraira2-2,0
45:21.4,iraira3-1,2
47:13.5,iraira3-2,2
05:31.4,iraira4-1,4
07:52.0,iraira4-2,6
12:26.0,iraira5-1,20
15:12.0,iraira5-2,6
34:42.6,puzzle1-1,2
36:56.5,puzzle1-2,2
38:55.0,puzzle2-1,0
41:15.0,puzzle2-2,2
43:28.8,puzzle3-1,4
45:26.4,puzzle3-2,1
47:20.2,puzzle4-1,0
49:23.6,puzzle4-2,3
51:46.5,puzzle5-1,5
53:57.4,puzzle5-2,2
