16:26.9,n_puzzle1,0
17:54.8,n_puzzle2,0
19:23.6,n_puzzle3,0
20:54.0,n_puzzle4,1
22:26.3,n_puzzle5,2
23:40.4,n_iraira1,1
24:59.5,n_iraira2,3
26:10.1,n_iraira3,3
27:33.0,n_iraira4,3
29:25.3,n_iraira5,10
49:46.2,puzzle1-1,1
52:17.7,puzzle1-2,0
54:42.6,puzzle2-1,1
56:54.4,puzzle2-2,0
59:29.2,puzzle3-1,2
01:55.7,puzzle3-1,0
04:26.3,puzzle4-1,1
06:49.4,puzzle4-2,1
09:12.6,puzzle5-1,0
12:13.7,puzzle5-2,4
29:53.4,iraira1-1,8
31:54.5,iraira1-2,5
33:37.7,iraira2-1,2
35:14.6,iraira2-2,2
37:55.7,iraira3-1,13
39:55.2,iraira3-2,6
57:49.1,iraira4-1,8
59:48.0,iraira4-2,6
03:45.0,iraira5-1,22
06:36.7,iraira5-2,13
