03:45.5,n_iraira1,0
04:44.8,n_iraira2,0
05:51.1,n_iraira3,1
07:14.7,n_iraira4,3
09:07.4,n_iraira5,5
10:17.4,n_puzzle1,0
11:30.8,n_puzzle2,0
12:46.7,n_puzzle3,0
14:05.3,n_puzzle4,0
15:30.2,n_puzzle5,0
32:49.2,iraira1-1,1
34:28.5,iraira1-2,0
36:32.5,iraira2-1,1
38:55.4,iraira2-2,0
41:31.0,iraira3-1,4
43:51.2,iraira3-2,1
03:53.5,iraira4-1,1
06:12.6,iraira4-2,0
10:06.9,iraira5-1,9
13:25.2,iraira5-2,5
33:30.7,puzzle1-1,0
35:42.6,puzzle1-2,0
37:42.4,puzzle2-1,0
39:37.7,puzzle2-2,0
41:32.3,puzzle3-1,1
43:27.3,puzzle3-2,0
45:37.4,puzzle4-1,0
48:04.7,puzzle4-2,0
51:10.1,puzzle5-1,3
53:55.3,puzzle5-2,4
