03:55.4,n_iraira1,2
05:19.0,n_iraira2,0
06:37.8,n_iraira3,0
07:57.4,n_iraira4,0
09:52.1,n_iraira5,1
11:09.8,n_puzzle1,0
12:34.6,n_puzzle2,0
14:00.2,n_puzzle3,0
15:26.3,n_puzzle4,0
16:50.9,n_puzzle5,0
35:05.9,iraira1-1,0
36:45.9,iraira1-2,0
38:24.2,iraira2-1,0
41:40.7,iraira2-2,0
43:33.3,iraira3-1,0
45:13.5,iraira3-2,0
02:22.8,iraira4-1,0
04:35.9,iraira4-2,0
07:45.6,iraira5-1,0
10:50.3,iraira5-2,3
29:05.6,puzzle1-1,0
31:27.8,puzzle1-2,1
33:42.4,puzzle2-1,0
35:40.1,puzzle2-2,0
37:23.3,puzzle3-1,0
39:08.0,puzzle3-1,0
41:03.0,puzzle4-1,0
43:00.2,puzzle4-2,0
45:22.8,puzzle5-1,1
47:44.8,puzzle5-2,0
