2022-11-22 10:03:38.701768,18.0,75.0
2022-11-22 10:03:38.752370,19.0,75.0
2022-11-22 10:03:38.772677,21.0,75.0
2022-11-22 10:03:38.784524,23.0,75.0
2022-11-22 10:03:38.791979,26.0,75.0
2022-11-22 10:03:38.802093,27.0,75.0
2022-11-22 10:03:38.812166,31.0,75.0
2022-11-22 10:03:38.821397,34.0,74.0
2022-11-22 10:03:38.832500,37.0,74.0
2022-11-22 10:03:38.843499,40.0,74.0
2022-11-22 10:03:38.852557,44.0,73.0
2022-11-22 10:03:38.861784,50.0,73.0
2022-11-22 10:03:38.871786,55.0,73.0
2022-11-22 10:03:38.883026,61.0,73.0
2022-11-22 10:03:38.892074,65.0,72.0
2022-11-22 10:03:38.902677,70.0,70.0
2022-11-22 10:03:38.911901,73.0,70.0
2022-11-22 10:03:38.922849,76.0,70.0
2022-11-22 10:03:38.931899,77.0,70.0
2022-11-22 10:03:38.942257,79.0,70.0
2022-11-22 10:03:38.951802,81.0,70.0
2022-11-22 10:03:38.962959,83.0,69.0
2022-11-22 10:03:38.971968,86.0,69.0
2022-11-22 10:03:38.982920,88.0,67.0
2022-11-22 10:03:38.992577,91.0,67.0
2022-11-22 10:03:39.002805,92.0,67.0
2022-11-22 10:03:39.012867,95.0,67.0
2022-11-22 10:03:39.022971,98.0,67.0
2022-11-22 10:03:39.032976,100.0,66.0
2022-11-22 10:03:39.042193,102.0,66.0
2022-11-22 10:03:39.053493,104.0,66.0
2022-11-22 10:03:39.064016,106.0,66.0
2022-11-22 10:03:39.073418,110.0,66.0
2022-11-22 10:03:39.082470,113.0,64.0
2022-11-22 10:03:39.093533,119.0,64.0
2022-11-22 10:03:39.103874,124.0,64.0
2022-11-22 10:03:39.113110,129.0,63.0
2022-11-22 10:03:39.122171,134.0,63.0
2022-11-22 10:03:39.133688,140.0,63.0
2022-11-22 10:03:39.143808,147.0,63.0
2022-11-22 10:03:39.153066,153.0,63.0
2022-11-22 10:03:39.162670,161.0,63.0
2022-11-22 10:03:39.173917,168.0,63.0
2022-11-22 10:03:39.183432,176.0,63.0
2022-11-22 10:03:39.193390,183.0,63.0
2022-11-22 10:03:39.203247,192.0,63.0
2022-11-22 10:03:39.214575,200.0,63.0
2022-11-22 10:03:39.224596,208.0,63.0
2022-11-22 10:03:39.234997,215.0,63.0
2022-11-22 10:03:39.245222,224.0,63.0
2022-11-22 10:03:39.253207,232.0,62.0
2022-11-22 10:03:39.264399,239.0,62.0
2022-11-22 10:03:39.274645,246.0,62.0
2022-11-22 10:03:39.284931,253.0,62.0
2022-11-22 10:03:39.293926,261.0,62.0
2022-11-22 10:03:39.304220,266.0,62.0
2022-11-22 10:03:39.314545,274.0,62.0
2022-11-22 10:03:39.324537,281.0,62.0
2022-11-22 10:03:39.333366,290.0,62.0
2022-11-22 10:03:39.344613,297.0,62.0
2022-11-22 10:03:39.354644,306.0,62.0
2022-11-22 10:03:39.364967,312.0,62.0
2022-11-22 10:03:39.373890,320.0,62.0
2022-11-22 10:03:39.384568,325.0,62.0
2022-11-22 10:03:39.394579,332.0,62.0
2022-11-22 10:03:39.404543,339.0,62.0
