Recording timestamp,Obj num,Position X,Position Y
1668480306.242589,11,1800.0,900.0
1668480306.25241,11,1798.0,900.0
1668480306.262655,11,1796.0,900.0
1668480306.273311,11,1792.0,900.0
1668480306.283631,11,1790.0,900.0
1668480306.293396,11,1786.0,900.0
1668480306.302495,11,1782.0,900.0
1668480306.312253,11,1776.0,897.0
1668480306.322991,11,1771.0,896.0
1668480306.333989,11,1763.0,894.0
1668480306.343316,11,1756.0,893.0
1668480306.352608,11,1751.0,892.0
1668480306.364309,11,1745.0,892.0
1668480306.375129,11,1743.0,891.0
1668480306.382626,11,1741.0,891.0
1668480306.392313,11,1739.0,891.0
1668480306.403851,11,1736.0,891.0
1668480306.413455,11,1735.0,891.0
1668480306.423871,11,1733.0,890.0
1668480306.433842,11,1731.0,890.0
1668480306.444126,11,1730.0,890.0
1668480306.454457,11,1729.0,889.0
1668480306.46445,11,1727.0,889.0
1668480306.472809,11,1726.0,889.0
1668480306.484205,11,1725.0,889.0
1668480306.493974,11,1724.0,888.0
1668480306.503996,11,1722.0,888.0
1668480306.513078,11,1721.0,887.0
1668480306.523072,11,1719.0,886.0
1668480306.534355,11,1717.0,885.0
1668480306.543701,11,1715.0,883.0
1668480306.553796,11,1711.0,882.0
1668480306.563383,11,1707.0,879.0
1668480306.57461,11,1702.0,876.0
1668480306.5839,11,1699.0,875.0
1668480306.593903,11,1693.0,872.0
1668480306.602959,11,1690.0,870.0
1668480306.614159,11,1686.0,868.0
1668480306.624166,11,1681.0,866.0
1668480306.63538,11,1676.0,863.0
1668480306.643512,11,1670.0,860.0
1668480306.654619,11,1665.0,858.0
1668480306.665109,11,1658.0,854.0
1668480306.674481,11,1651.0,851.0
1668480306.683488,11,1643.0,847.0
1668480306.693794,11,1637.0,844.0
1668480306.703935,11,1632.0,841.0
1668480306.713937,11,1626.0,839.0
1668480306.72329,11,1622.0,836.0
1668480306.733261,11,1619.0,835.0
1668480306.744563,11,1617.0,832.0
1668480306.754659,11,1616.0,831.0
1668480306.76415,11,1614.0,830.0
1668480306.774287,11,1612.0,829.0
1668480306.785292,11,1609.0,827.0
1668480306.795299,11,1605.0,823.0
1668480306.805146,11,1600.0,818.0
1668480306.814147,11,1593.0,811.0
1668480306.825058,11,1586.0,804.0
1668480306.835291,11,1578.0,796.0
1668480306.845328,11,1568.0,786.0
1668480306.854584,11,1560.0,778.0
1668480306.864779,11,1554.0,772.0
1668480306.875083,11,1546.0,764.0
1668480306.885611,11,1540.0,758.0
1668480306.894641,11,1534.0,752.0
1668480306.90461,11,1529.0,747.0
1668480306.915632,11,1526.0,744.0
1668480306.925921,11,1524.0,742.0
1668480306.935211,11,1522.0,740.0
1668480306.945211,11,1520.0,739.0
1668480306.956901,11,1517.0,738.0
1668480306.966304,11,1516.0,737.0
1668480306.976302,11,1514.0,736.0
1668480306.985614,11,1509.0,733.0
1668480306.996389,11,1504.0,732.0
1668480307.006368,11,1499.0,730.0
1668480307.016769,11,1494.0,728.0
1668480307.025172,11,1491.0,727.0
1668480307.035513,11,1488.0,726.0
1668480307.04656,11,1485.0,725.0
1668480307.056169,11,1481.0,725.0
1668480307.065546,11,1477.0,725.0
1668480307.075604,11,1472.0,725.0
1668480307.086329,11,1470.0,725.0
1668480307.09639,11,1465.0,725.0
1668480307.105388,11,1459.0,724.0
1668480307.115393,11,1454.0,724.0
1668480307.126694,11,1446.0,724.0
1668480307.136383,11,1439.0,723.0
1668480307.146626,11,1430.0,723.0
1668480307.155542,11,1423.0,722.0
1668480307.166233,11,1416.0,722.0
1668480307.17639,11,1405.0,722.0
1668480307.186569,11,1398.0,722.0
1668480307.195891,11,1389.0,722.0
1668480307.204892,11,1382.0,722.0
1668480307.216418,11,1374.0,724.0
1668480307.226652,11,1368.0,724.0
1668480307.235329,11,1362.0,724.0
1668480307.244983,11,1355.0,724.0
1668480307.256568,11,1348.0,724.0
1668480307.266444,11,1341.0,724.0
1668480307.275787,11,1335.0,723.0
1668480307.286604,11,1327.0,723.0
1668480307.297193,11,1322.0,723.0
1668480307.307619,11,1314.0,723.0
1668480307.316991,11,1309.0,723.0
1668480307.32663,11,1302.0,721.0
1668480307.337638,11,1296.0,720.0
1668480307.347038,11,1290.0,719.0
1668480307.357662,11,1284.0,717.0
1668480307.366629,11,1278.0,717.0
1668480307.376257,11,1275.0,717.0
1668480307.387653,11,1272.0,717.0
1668480307.397616,11,1270.0,717.0
1668480307.406181,11,1267.0,717.0
1668480307.416674,11,1266.0,717.0
1668480307.427612,11,1263.0,717.0
1668480307.437178,11,1259.0,715.0
1668480307.447467,11,1253.0,714.0
1668480307.45718,11,1247.0,712.0
1668480307.468133,11,1241.0,711.0
1668480307.478342,11,1235.0,710.0
1668480307.488203,11,1227.0,708.0
1668480307.497196,11,1222.0,706.0
1668480307.508341,11,1220.0,706.0
1668480307.518686,11,1216.0,705.0
1668480307.568237,11,1215.0,705.0
1668480307.577696,11,1215.0,704.0
1668480307.58779,11,1215.0,703.0
1668480307.598203,11,1215.0,700.0
1668480307.608678,11,1215.0,696.0
1668480307.617769,11,1214.0,689.0
1668480307.627768,11,1212.0,681.0
1668480307.638334,11,1211.0,674.0
1668480307.648829,11,1210.0,663.0
1668480307.6588,11,1209.0,655.0
1668480307.667006,11,1207.0,645.0
1668480307.678456,11,1206.0,637.0
1668480307.688395,11,1203.0,626.0
1668480307.697994,11,1201.0,618.0
1668480307.707298,11,1200.0,611.0
1668480307.717571,11,1198.0,604.0
1668480307.727844,11,1197.0,599.0
1668480307.738192,11,1195.0,592.0
