2022-11-30 09:40:57.574257,irairabou1,0
2022-11-30 09:42:10.863457,irairabou2,0
2022-11-30 09:43:33.158217,irairabou3,0
2022-11-30 09:45:12.086209,irairabou4,1
2022-11-30 09:47:44.023688,irairabou5,4
2022-11-30 09:49:11.295585,puzzle_1,0
2022-11-30 09:50:52.953214,puzzle_2,0
2022-11-30 09:52:18.871140,puzzle_3,0
2022-11-30 09:53:51.956211,puzzle_4,0
2022-11-30 09:55:43.496150,puzzle_5,0
2022-11-30 10:16:02.978977,irairabou1,0
2022-11-30 10:18:11.121408,irairabou1,0
2022-11-30 10:20:26.946256,irairabou2,0
2022-11-30 10:22:39.124187,irairabou2,0
2022-11-30 10:25:19.353434,irairabou3,0
2022-11-30 10:27:37.738409,irairabou3,0
2022-11-30 10:47:10.345452,irairabou4,0
2022-11-30 10:50:22.019018,irairabou4,0
2022-11-30 10:55:53.114583,irairabou5,9
2022-11-30 11:00:22.437330,irairabou5,7
2022-11-30 11:19:38.612236,puzzle_1,0
2022-11-30 11:22:23.670126,puzzle_1,0
2022-11-30 11:25:31.377092,puzzle_2,0
2022-11-30 11:28:12.197918,puzzle_2,0
2022-11-30 11:30:40.320895,puzzle_3,0
2022-11-30 11:33:12.369366,puzzle_3,0
2022-11-30 11:35:59.508166,puzzle_4,1
2022-11-30 11:39:00.998016,puzzle_4,1
2022-11-30 11:42:27.810586,puzzle_5,2
2022-11-30 11:45:45.537207,puzzle_5,1
